Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
427304,2020-12-03 16:01:43,30487648872433,fraud_Bednar PLC,kids_pets,9.84,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,9fc6d4c01fd496a5068718f72711ed60,1386086503,37.798443,-86.442335,0
530091,2020-12-26 16:36:26,378278619832195,fraud_Runte-Mohr,food_dining,28.65,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,5522172cd13d93a16f3b091823e4f6e2,1388075786,44.526757,-123.695801,0
258185,2020-09-23 23:17:57,30270432095985,fraud_Langworth LLC,personal_care,18.68,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,79f3b6ad221dbdad992b987f9f084dd5,1379978277,40.551606,-91.420352,1
314232,2020-10-18 22:58:52,378904938837132,"fraud_McDermott, Osinski and Morar",home,254.95,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,e972c885250fa2b4936404ba55b764df,1382137132,36.693012,-98.175199,1
72196,2020-07-16 04:41:43,4715741951931168360,"fraud_Bernier, Volkman and Hoeger",misc_net,11.46,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,c6a3f05a6de00027a5ad97248a7a4078,1373949703,36.510672,-96.212719,0
430440,2020-12-04 13:49:40,4933461930348832,fraud_Windler LLC,kids_pets,4.44,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,ba49c732d44a006b9a7e509727c628c4,1386164980,44.603112,-93.254107,0
306128,2020-10-14 23:30:09,3501942333500073,fraud_Mante Group,misc_net,708.51,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,2002d98258b65bc9d318c2aa6d8b0967,1381793409,33.090936,-112.39668,1
135676,2020-08-07 22:59:19,4518350514020532,fraud_Herman Inc,misc_pos,7.8,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,a2be7e96f8b9302f6ea62a4bf0aeaffa,1375916359,27.908464,-81.273777,1
399277,2020-11-24 17:58:52,3560318482131952,"fraud_Haley, Batz and Auer",health_fitness,47.61,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,2dd9467265724321077a04ccc2dfccc6,1385315932,33.80743,-87.189132,0
119003,2020-08-02 06:54:06,6596735789587928,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,101.87,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,3c6a69489a13128d239ef2115840d31b,1375426446,45.534146,-94.783355,0
40633,2020-07-05 15:48:09,30030380240193,fraud_Waelchi Inc,kids_pets,52.07,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,df270294b25a5d78aaacb9c09ca16661,1373039289,31.030269,-98.760079,0
499060,2020-12-19 19:45:04,4629451965224809,"fraud_McCullough, Hudson and Schuster",food_dining,2.2,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,919128c07acc380720eff1e6d759b234,1387482304,30.632896999999996,-82.362091,0
333945,2020-10-27 04:14:17,4449530933957323,"fraud_Zieme, Bode and Dooley",gas_transport,35.99,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,78f51bd4e56d2ab1794a16827c018566,1382847257,38.297806,-122.014107,0
36088,2020-07-03 22:45:52,3553629419254918,"fraud_Hauck, Dietrich and Funk",kids_pets,38.46,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,642e5db0d9d97a0d72caf4b2a4159c81,1372891552,48.746521,-122.382261,0
175462,2020-08-22 00:49:34,36913587729122,"fraud_Schultz, Simonis and Little",grocery_pos,204.4,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,a21c5831bc9a4426f605f14f4b8455f3,1377132574,44.378811,-116.021581,0
152433,2020-08-13 14:26:01,3560725013359375,fraud_Wilkinson PLC,kids_pets,4.47,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,c34f5ae145c3bb6e95d850ae83c8c4d3,1376403961,31.745507,-102.277595,0
339753,2020-10-29 23:39:53,3577578023716568,"fraud_O'Reilly, Mohr and Purdy",home,255.68,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,e908e97b0a1c0e7af04b72e5cf78e40a,1383089993,41.276546,-80.265867,1
265744,2020-09-27 19:05:49,571465035400,"fraud_Crist, Jakubowski and Littel",home,85.52,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,f144fde72b62d89112cf0b37b53aee55,1380308749,43.686119,-109.433099,0
490817,2020-12-17 15:22:15,4653879239169997,fraud_Barrows PLC,shopping_pos,4.53,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,73604ae12bb64a8fe42ad71087d4f1e7,1387293735,36.705686,-85.775769,0
10690,2020-06-24 11:25:05,4783226709001,fraud_Zemlak Group,misc_net,14.7,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,bf2b55f954a9d14d639b51e94184c488,1372073105,38.647226,-99.632163,0
22353,2020-06-29 02:10:13,4761403817546679245,fraud_Auer-Mosciski,grocery_pos,347.63,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,8c4c540bf889c0b690f005edae8ebaec,1372471813,37.370362,-91.874828,1
439276,2020-12-06 15:46:43,30407675418785,"fraud_Schoen, Nienow and Bauch",personal_care,26.99,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,237a10c6dfdc623411c9ddc251557440,1386344803,41.641892,-76.62518399999999,0
73476,2020-07-16 19:34:18,3564182536169293,fraud_Weber and Sons,food_dining,126.85,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,ff2f7fa79681ec9e754d94188db8f1e8,1374003258,40.700115999999994,-81.053186,0
473075,2020-12-13 22:39:37,4335531783520911,fraud_Schmidt-Larkin,home,136.56,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,0a18b293344c97029f87949a4c8dae95,1386974377,38.733442,-91.417083,0
48452,2020-07-07 15:40:40,6011438889172900,"fraud_Medhurst, Cartwright and Ebert",personal_care,22.89,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,d1addaf238b146124156a9faee8e3667,1373211640,33.302828999999996,-91.174577,0
522229,2020-12-24 13:13:22,349612764943496,"fraud_Kilback, Nitzsche and Leffler",travel,559.67,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,23bda31ad09e78fdaafe3c9ee307140c,1387890802,36.915997999999995,-84.344422,0
282550,2020-10-05 00:38:59,4904681492230012,fraud_Torp-Labadie,gas_transport,46.61,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,fc3cea106a2749161abaa0b085d134ab,1380933539,42.724857,-74.641418,0
150500,2020-08-12 15:02:32,4427805710168,"fraud_Towne, Greenholt and Koepp",shopping_net,6.42,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,a0b7850b927eee7af5c56680373f1d8f,1376319752,33.817464,-105.292345,0
350209,2020-11-03 08:04:20,6554245334757802,fraud_Pacocha-Bauch,shopping_pos,4.02,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,38d82d9b2948c703005fd815a9df46ad,1383465860,33.566935,-117.119544,0
288740,2020-10-07 00:30:12,4926376199189801,fraud_McDermott-Rice,misc_pos,208.79,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,fc1d2f8bfa32aa93b982c443a6bb2747,1381105812,37.199534,-91.446726,0
420735,2020-12-01 18:56:31,3586955669388457,"fraud_Mante, Luettgen and Hackett",health_fitness,78.14,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,9c3d20c7fa4ae5192e3d18ce5087396d,1385924191,39.865059,-78.259999,0
406757,2020-11-28 22:03:25,676275912597,fraud_Goodwin-Nitzsche,grocery_pos,294.9,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,aa3f0e5db65f8a308477eb7e10893946,1385676205,44.572311,-85.497975,1
391560,2020-11-22 02:24:16,4149635823017,fraud_Dach-Borer,grocery_net,51.31,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,ba3506fde56901d8732f7302f940cb12,1385087056,34.575305,-85.975531,0
344279,2020-11-01 08:50:13,6011492816282597,fraud_Bins-Rice,gas_transport,72.39,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,04f5fc1e7e2288e1c6b1752ea62e8675,1383295813,33.583595,-92.09117,0
292616,2020-10-09 12:15:41,213199865312311,fraud_Bruen-Yost,misc_pos,50.59,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,1156fdb2409e0afb02e5bc54d81313b0,1381320941,35.589597999999995,-84.045684,1
443974,2020-12-07 11:38:13,3573030041201292,fraud_Marks Inc,gas_transport,58.33,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,cc25dcc8eded668f27ad042fee87e472,1386416293,40.948716999999995,-109.804744,0
153319,2020-08-13 22:47:36,2235613922823698,fraud_Gottlieb-Hansen,personal_care,20.28,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,3695ec7c6d42a57620c64b82b1a9f94d,1376434056,42.639424,-104.04065,1
52395,2020-07-09 07:04:56,4613314721966,fraud_Rowe-Vandervort,grocery_net,60.08,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,96ec68be2f7f31c07431fd1e3c686b42,1373353496,36.883526,-80.763478,0
149298,2020-08-11 22:59:27,4335531783520911,"fraud_Streich, Dietrich and Barton",shopping_net,1046.78,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,b976a0235621cc119f5238d1fa484c5a,1376261967,38.123875,-91.703268,1
476057,2020-12-14 12:11:55,3543299015720986,"fraud_Pouros, Walker and Spencer",kids_pets,132.52,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,f4284197eb60667b8052b41976836335,1387023115,35.955577000000005,-81.761367,0
303208,2020-10-13 14:44:32,4536996888716062123,fraud_Fisher-Schowalter,shopping_net,1.1,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,200d1248fc4a81c0d5fe627483b4098d,1381675472,36.631918,-105.989678,0
388938,2020-11-20 17:51:51,30270432095985,"fraud_Metz, Russel and Metz",kids_pets,45.84,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,24c06958536a319b828a48b8d99b02bc,1384969911,40.129562,-91.530604,0
250690,2020-09-21 01:38:35,4170689372027579,fraud_Bernhard Inc,gas_transport,7.98,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,29aacd807ec15862cae8941bf11384bc,1379727515,34.909326,-97.858599,1
78379,2020-07-18 22:31:56,2454076758463217,fraud_Conroy Ltd,shopping_pos,822.11,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,f2d7c66699d2c9d88f624c78de4135f5,1374186716,47.649871999999995,-94.655308,1
163018,2020-08-17 13:36:05,36721445180895,fraud_Weimann-Lockman,kids_pets,15.9,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,632193566279a0107534c893bbf35cc5,1376746565,43.107842,-74.366024,0
364285,2020-11-09 16:58:22,5456712664803820,fraud_Gottlieb-Hansen,personal_care,49.86,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,c4e3f4231768633211934c9acfbda57e,1384016302,37.109739000000005,-104.687697,0
168168,2020-08-18 19:52:08,2283743876903625,fraud_Beer-Jast,kids_pets,100.24,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,55a039ed9771569c3f062c5a274489da,1376855528,33.121933,-84.590763,0
52292,2020-07-09 05:48:17,374125201044065,fraud_Roberts-Beahan,misc_pos,31.51,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,333165bab49664891eedd2a36a5a22e2,1373348897,38.737348,-77.11818199999999,0
441315,2020-12-06 23:17:55,30518196150127,"fraud_Bahringer, Osinski and Block",food_dining,133.43,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,33524f43079f94dd9f657ca2577575a6,1386371875,40.8023,-87.77994100000001,1
236374,2020-09-14 15:42:03,6011109736646996,fraud_Berge-Ullrich,home,161.15,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,df3995d7e6b68fbd43da67b4c9bd798b,1379173323,35.067168,-77.925441,0
355075,2020-11-05 16:35:57,30030380240193,fraud_Ernser-Lynch,food_dining,50.37,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,f025002c341b231a67200d7bbae3029e,1383669357,30.484596999999997,-99.551611,0
173181,2020-08-21 01:24:44,3564182536169293,fraud_Mraz-Herzog,gas_transport,36.15,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,7bac4880ebe3a960e35253d24e8fa4e8,1377048284,40.576177,-82.59048,0
491840,2020-12-17 21:17:06,180072527505094,"fraud_Lakin, Ferry and Beatty",food_dining,63.27,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,4bc0c3e6a1bbf13fe3a0d8c99e634dd4,1387315026,34.97358,-81.54710899999999,0
144811,2020-08-10 19:56:14,180094608895855,"fraud_Kutch, Steuber and Gerhold",food_dining,14.82,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,f270ab47b137f54e1a4c9ca164595a4c,1376164574,44.365763,-121.52795,0
486128,2020-12-16 02:17:31,30230540139182,fraud_Kris-Padberg,shopping_pos,116.16,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,be84b542661439fd3c68f8f71675721c,1387160251,41.036875,-76.34424,0
485605,2020-12-15 23:05:40,180040027502291,fraud_Ankunding LLC,shopping_net,856.86,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,26f374ce6ee947de8c05dae2745b32ff,1387148740,40.408171,-74.586272,1
39617,2020-07-05 09:10:21,30546453310167,fraud_Heller-Langosh,gas_transport,51.37,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430,"Scientist, research (medical)",1955-01-13,518b9ba20905ef5de95ac2bc613690ab,1373015421,43.295313,-71.388139,0
198021,2020-08-30 07:17:47,4745996322265,fraud_Mraz-Herzog,gas_transport,49.12,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,0447b0f7cb55620d734d076b499f08cd,1377847067,41.172693,-86.382903,0
370156,2020-11-11 23:23:51,4103158249977,"fraud_Bernier, Volkman and Hoeger",misc_net,701.95,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,a66b01b96425b1e87d5353a2a8d10ca1,1384212231,33.705208,-100.840738,1
249980,2020-09-20 19:57:28,4745996322265,"fraud_Bins, Balistreri and Beatty",shopping_pos,142.59,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,1d7d9fc819c2f7e75eee63779b7796cf,1379707048,42.324159,-86.299665,0
394405,2020-11-23 03:54:41,6011893664860915,fraud_Smitham-Boehm,grocery_net,49.52,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,6e95c0e146ed34f37b09ceaf8a805053,1385178881,39.747533,-104.653314,0
45810,2020-07-06 22:08:55,30197398657930,fraud_Bode-Schuster,kids_pets,23.1,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,617e2b77c41ea75d0f07688cc937641a,1373148535,36.140824,-78.523526,1
151831,2020-08-13 06:58:24,213180742685905,fraud_Jacobi and Sons,shopping_pos,1.69,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,71d4261d9543f69f0e374e026121a6de,1376377104,39.907939,-123.525833,0
492082,2020-12-17 22:43:44,639046421587,fraud_Lemke-Gutmann,shopping_net,838.93,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,2587654a81248dccf3cd3add48096ec2,1387320224,39.788872,-80.165622,1
491619,2020-12-17 20:09:28,180058696935600,fraud_Hamill-D'Amore,health_fitness,49.66,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,2000-08-28,a9d2a81536a35b2635dbbb10e2ec5226,1387310968,41.423596999999994,-74.22608100000001,0
230923,2020-09-12 15:18:40,3567879740649740,"fraud_Reichel, Bradtke and Blanda",travel,2.75,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,f826ad473ee3bc89c9541e3d82d9eef2,1378999120,45.048339,-76.878773,0
402377,2020-11-26 12:31:18,3512365128314616,"fraud_Schneider, Hayes and Nikolaus",food_dining,32.81,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,0df945d9b08a2feabc3ac884d1c8dde2,1385469078,37.748515999999995,-90.091427,0
5757,2020-06-22 22:20:13,3524574586339330,fraud_Shanahan-Lehner,personal_care,21.92,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,a965da9bc7daef7f526ce640d5c090ae,1371939613,27.339943,-81.199244,1
285474,2020-10-05 22:49:05,2297447006766555,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,592.56,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,caaf1070c7f27fb6fe3fa869da3ae5f5,1381013345,39.980439,-89.224452,1
343667,2020-11-01 01:26:24,4026222041577,"fraud_Lehner, Mosciski and King",misc_net,827.42,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18,98b836c22e941201c1cc351316fe2e27,1383269184,42.221824,-72.389609,1
194589,2020-08-28 20:51:35,30197398657930,fraud_Abernathy and Sons,food_dining,38.8,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,fb214223161068fafb7bfdd83ecd9458,1377723095,36.968013,-77.841482,0
597,2020-06-21 15:37:14,3527536963490470,fraud_Kilback Group,food_dining,2.49,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,6624ecb1fedd01f62880c3ad837d8d54,1371829034,32.244848,-81.437004,0
177225,2020-08-22 20:20:29,3512365128314616,fraud_Stoltenberg-Beatty,shopping_pos,8.41,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,379601a4d031ed44bcd115c7963a6ee7,1377202829,38.160315999999995,-89.810438,0
101731,2020-07-26 23:05:53,213157767990030,fraud_Kilback and Sons,entertainment,10.84,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,4e22014b51b1535a54b9d9f91e3d0f4c,1374879953,40.998408000000005,-109.470348,0
39874,2020-07-05 11:27:21,3527536963490470,fraud_Kiehn Inc,grocery_pos,101.34,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,0163878c5159a0117ed76d025163cd7f,1373023641,32.284785,-81.085252,0
203813,2020-08-31 19:58:03,4044436772018844508,fraud_Langworth LLC,personal_care,10.22,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,1970-11-09,d7525a9e67dfb67401e31ad3ab1a6f5b,1377979083,39.628619,-83.511702,0
147833,2020-08-11 15:15:14,30175986190993,fraud_Larson-Moen,entertainment,144.19,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,e7d67712a7066af3f093313654488093,1376234114,47.462937,-96.644911,0
133882,2020-08-07 05:18:14,30044330818990,"fraud_Adams, Kovacek and Kuhlman",grocery_net,58.74,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,6ae543196cf45d215cf9c09791cebe3b,1375852694,25.521898,-82.53828,0
308486,2020-10-16 09:43:34,4561546772499,"fraud_Moen, Reinger and Murphy",grocery_pos,97.14,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,b69f04fb6f5d35c3e19face5478b9ecb,1381916614,35.607813,-105.479966,0
91774,2020-07-23 00:19:06,4961003488432306,fraud_Kuvalis Ltd,gas_transport,18.71,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1966-05-10,c8e304b347346e922c293e6b4656e95e,1374538746,40.813117,-75.96804200000001,1
201191,2020-08-31 04:26:26,2475085306462014,fraud_Kutch LLC,gas_transport,81.34,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,b26c46d936407c7442f6101a64bfd793,1377923186,44.250726,-95.578517,0
505195,2020-12-20 23:39:40,4716561796955522,fraud_Renner Ltd,home,168.06,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,e90fd1b484aeaadc987ef461de9ffaad,1387582780,48.548617,-113.546774,1
482746,2020-12-15 13:47:14,377895991033232,fraud_Ruecker-Mayert,kids_pets,117.23,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,0d277a6b3883c838a84769ab41716b28,1387115234,41.704704,-73.355626,0
356453,2020-11-06 12:51:04,6011917798331152,fraud_Windler LLC,kids_pets,207.37,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,e6f8f982305aa1ba321d26b5475742cf,1383742264,43.893401,-71.898033,0
459839,2020-12-10 19:31:58,3523843138706408,"fraud_Prosacco, Kreiger and Kovacek",home,49.01,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,9ae6eb6998b78218932ea2fe50fbb07d,1386703918,32.758563,-87.794608,0
385859,2020-11-18 22:15:19,4710792708725663,fraud_Jast Ltd,shopping_net,998.39,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,359cfb2dbb83bbcf366d65b20861ff98,1384812919,41.238119,-85.243372,1
148888,2020-08-11 20:56:14,30026790933302,fraud_Beier-Hyatt,shopping_pos,139.89,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,6fae64ab56c2745972ff8c0e905885a1,1376254574,33.751905,-90.549087,0
35380,2020-07-03 16:44:26,4642255475285942,"fraud_Schoen, Nienow and Bauch",personal_care,37.3,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,ebe388f19a00fd69b180d018cd809534,1372869866,38.767061,-110.119012,0
121977,2020-08-03 02:30:47,676248282243,fraud_Friesen-Stamm,gas_transport,67.42,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,1968-02-09,ea2290ca3af5ae09f97da41217993a8f,1375497047,26.075254,-80.988733,0
507648,2020-12-21 11:29:44,376012912828093,fraud_Bauch-Raynor,grocery_pos,45.7,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,984f5be1c206a139ef5b849569d20b52,1387625384,41.631199,-87.813101,0
